,z,a,H_natural,H_obs_km_s_Mpc
265,106.59217638618964,0.009294356091567625,358.5661612178028,28294455781.69682
264,107.53892735575191,0.009213284342882407,363.3593077176255,28672682971.997826
263,108.49400920427281,0.009132919757595073,368.2169583534586,29056000183.671417
262,109.45749523882711,0.009053256167341447,373.1399905299954,29444476652.721935
261,110.42945941155104,0.008974287457562033,378.12929378617076,29838182572.666737
260,111.40997632531817,0.008896007567032726,383.185769967159,30237189108.108517
259,112.39912123946573,0.00881841048739957,388.310333398897,30641568408.50696
258,113.39697007557075,0.008741490262717614,393.50391106516867,31051393622.15246
257,114.40359942327801,0.008665240988993714,398.7674427872935,31466738910.34533
256,115.41908654617795,0.008589656813733436,404.10188140645175,31887679461.783108
255,116.4435093877377,0.00851473193549179,409.5081929686976,32314291507.159927
254,117.47694657728329,0.008440460603427971,414.98735691269076,32746652333.980427
253,118.51947743603455,0.008366837116863974,420.5403662601943,33184840301.59193
252,119.57118198319404,0.008293855824846987,426.16822780938384,33628934856.43848
251,120.6321409420882,0.008221511125715715,431.87196233100144,34079016547.53932
250,121.70243574636385,0.008149797466670371,437.6526047674121,34535167042.19649
249,122.78214854623822,0.008078709343346507,443.5112044345934,34997469141.93377
248,123.8713622148047,0.008008241299392507,449.4488252271158,35466006798.67171
247,124.97016035439327,0.00793838792605081,455.4665458261486,35940865131.14139
246,126.07862730298763,0.007869143861742752,461.5654599105498,36422130441.54149
245,127.19684814069879,0.007800503791657019,467.7466763710801,36909890232.44193
244,128.32490869629513,0.0077324624473417295,474.0113195277907,37404233223.937965
243,129.46289555379016,0.007665014606300055,480.3605293506347,37905249371.058586
242,130.61089605908802,0.007598155091589378,486.7954616833518,38413029881.43329
241,131.76899832668835,0.007531878771423905,493.31728847068274,38927667233.22157
240,132.93729124644872,0.0074661805587808204,499.9271979889513,39449255193.30815
239,134.115864490408,0.007401055411009793,506.6263950800848,39977888835.76949
238,135.30480851966882,0.007336498329445947,513.4161013891107,40513664560.61473
237,136.50421459134066,0.007272504359026207,520.29755560519,41056680112.80555
236,137.71417476554495,0.007209068587908932,527.2720137062482,41607034601.56005
235,138.9347819124802,0.007146186147096959,534.3407492072461,42164828519.94379
234,140.166129719551,0.007083852210063839,541.5050534121633,42730163764.75381
233,141.40831269855877,0.007022061992383401,548.76623566974,43303143656.69918
232,142.6614261929559,0.006960810751362516,556.1256236330424,43883872960.88338
231,143.9255663851636,0.006900093785677091,563.5845635229074,44472457907.59262
230,145.20083030395458,0.006839906435011204,571.1444203953329,45069006213.39571
229,146.48731583190076,0.006780244079699395,578.8065784128737,45673627102.55987
228,147.7851217128858,0.006721102140372099,586.5724411201002,46286431328.7871
227,149.09434755968442,0.006662476077604148,594.443431723192,46907531197.277084
226,150.4150938616077,0.006604361391566371,602.4209933737237,47537040587.12054
225,151.74746199221687,0.006546753621680171,610.506589456721,48175074974.029854
224,153.09155421710338,0.006489648346275198,618.7017038830351,48821751453.41029
223,154.44747370173897,0.006433041182249931,627.0078413861258,49477188763.77919
222,155.81532451939398,0.00637692778473526,635.4265278233058,50141507310.53706
221,157.19521165912474,0.006321303846761027,643.959310481519,50814829190.096664
220,158.58724103383315,0.006266165098925395,652.6077583877405,51497278214.37661
219,159.9915194883949,0.006211507309067202,661.3734626240436,52188979935.66328
218,161.40815480786125,0.006157326281941082,670.2580366474365,52890061671.84921
217,162.83725572573138,0.006103617858895481,679.2631166145221,53600652532.05194
216,164.27893193229866,0.0060503779175534525,688.3903617110709,54320883442.620605
215,165.73329408306938,0.0059976023714962585,697.6414544865755,55050887173.535675
214,167.20045380725642,0.005945287169949708,707.018101193875,55790798365.20868
213,168.6805237163475,0.005893428297473231,716.5220321339258,56540753555.68809
212,170.17361741274837,0.00584202177365169,726.1550020057956,57300891208.27733
211,171.67984949850256,0.005791063652789852,735.9187902619726,58071351739.57226
210,173.19933558408698,0.005740550023609559,745.8152014690648,58852277547.923904
209,174.7321922972867,0.005690477008949486,755.8460656739918,59643813042.334694
208,176.27853729214547,0.005640840765467587,766.0132387757304,60446104671.792885
207,177.8384892579972,0.005591637483346066,776.318602902734,61259300955.05474
206,179.41216792857566,0.005542863385998972,786.7640667960904,62083552510.87949
205,180.999694091204,0.0054945147297823385,797.3515661985189,62919012088.72512
204,182.60118959606677,0.005446587803706816,808.0830642493117,63765834599.91319
203,184.21677736556148,0.005399078929152863,818.9605518852907,64624177149.26829
202,185.84658140373446,0.005351984459588369,829.9860482479033,65494199067.24205
201,187.490726805798,0.005305300780288783,841.1616010965311,66376061942.52727
200,189.1493397677326,0.0052590243080596535,852.4892872281301,67269929655.17175
199,190.82254759597242,0.00521315149096162,863.9712129032883,68175968410.19849
198,192.5104787171769,0.005167678808037775,875.6095142788197,69094346771.74167
197,194.21326268808886,0.005122602769043397,887.4063578469927,70025235697.70619
196,195.93103020547747,0.005077919914178085,899.36394088149,70968808574.95837
195,197.66391311617085,0.005033626813820179,911.4844918902287,71925241255.05795
194,199.41204442717475,0.00498972006826355,923.7702710751279,72894712090.53835
193,201.17555831588294,0.0049461963074566165,936.2235707989661,73877401971.74641
192,202.9545901403745,0.004903052190743717,948.8467160594046,74873494364.24762
191,204.74927644980437,0.004860284406608667,961.6420649703308,75883175346.8088
190,206.5597549948837,0.004817889672420599,974.6120092506139,76906633649.96594
189,208.3861647384524,0.004775864734182012,987.7589747203981,77944060695.18661
188,210.2286458661462,0.004734206366278992,1001.085421805072,78995650634.63823
187,212.0873397971554,0.004692911371233653,1014.5938460470081,80061600391.56941
186,213.96238919508056,0.004651976579458697,1028.2867786252345,81142109701.31726
185,215.853937978882,0.0046113988490141394,1042.1667868831346,82237381152.94815
184,217.76213133392653,0.00457117506536615,1056.236474864328,83347620231.54413
183,219.6871157231306,0.004531302141148008,1070.4984838568507,84473035361.14409
182,221.62903889820242,0.00449177701592312,1084.9554929457845,85613837948.35185
181,223.58804991098293,0.004452596655950114,1099.610219574463,86770242426.62086
180,225.5642991248858,0.004413758053949993,1114.465420114393,87942466301.22676
179,227.55793822643867,0.0043752582288753075,1129.5238904440403,89130730194.93922
178,229.56912023692533,0.0043370942256813596,1144.7884665366141,90335257894.40422
177,231.5979995241321,0.004299263115099362,1160.2620250570217,91556276397.24957
176,233.64473181419442,0.004261761993411636,1175.9474839681002,92794015959.92279
175,235.70947420355154,0.004224587982228707,1191.84780314633,94048710146.2769
174,237.79238517100322,0.00418773822826839,1207.9659850071387,95320595876.91331
173,239.89362458987355,0.004151209903136793,1224.3050751399735,96609913479.2953
172,242.01335374028332,0.004115000203111201,1240.868162953318,97916906738.64632
171,244.1517353215272,0.004079106348924907,1257.6583823297735,99241822949.64243
170,246.30893346456335,0.004043525585553863,1274.6789122914206,100584912968.916
169,248.48511374461037,0.004008255182005235,1291.932977675589,101946431268.38072
168,250.6804431938563,0.003973292431107777,1309.4238498212312,103326635989.39336
167,252.89509031427866,0.003938634649304054,1327.1548472660597,104725788997.76477
166,255.12922509057802,0.003904279176444461,1345.1293364546393,106144155939.63559
165,257.38301900322574,0.0038702233755830355,1363.3507324576092,107582006298.22993
164,259.6566450416252,0.0038364646327750684,1381.8224997022066,109039613451.50113
163,261.95027771738995,0.0038030003568764663,1400.5481527143,110517254730.68541
162,264.2640930777375,0.0037698279793448824,1419.5312568720958,112015211479.77708
161,266.5982687190032,0.0037369449540425445,1438.7754291717526,113533769115.94301
160,268.95298380027003,0.0037043487570408537,1458.2843390050407,115073217190.88776
159,271.32841905712127,0.003672036886426637,1478.0617089493123,116633849453.19023
158,273.72475681551225,0.003640006862110125,1498.1113155699293,118215963911.62312
157,276.1421810057642,0.0036082562256346006,1518.4369902353849,119819862899.47423
156,278.58087717668286,0.0035767825399876823,1539.0426199453389,121445853139.88669
155,281.0410325097992,0.003545583389414291,1559.9321481717416,123094245812.23213
154,283.5228358337372,0.0035146563792312143,1581.1095757133098,124765356619.53728
153,286.0264776387072,0.0034839991356433106,1602.5789615635442,126459505856.97928
152,288.55215009112703,0.003453609305561305,1624.344423792528,128177018481.46838
151,291.10004704837087,0.0034234845564211874,1646.410140442725,129918224182.33542
150,293.6703640736495,0.0033936225760051704,1668.7803504390297,131683457453.14383
149,296.26329845102106,0.0033640210722642107,1691.4593545132934,133473057664.64398
148,298.8790492005326,0.003334677773142092,1714.4515161435588,135287369138.88823
147,301.5178170934969,0.003305590426401026,1737.7612625082716,137126741224.52771
146,304.17980466790067,0.0032767567994487993,1761.39308545569,138991528373.3085
145,306.8652162439533,0.0032481746791673833,1785.3515424887923,140882090217.79062
144,309.5742579397661,0.0032198418717430976,1809.641257765873,142798791650.30502
143,312.3071376871756,0.0031917562024981992,1834.2669231171665,144742002903.1756
142,315.06406524770216,0.0031639155157239763,1859.2332990777056,146712099630.22174
141,317.8452522286492,0.003136317674515296,1884.545215936708,148709462989.56564
140,320.6509120993473,0.003108960560606566,1910.2075748037992,150734479727.7678
139,323.48126020753654,0.0030818420742091705,1936.225348692281,152787542265.3079
138,326.33651379589764,0.0030549601338502818,1962.603583619821,154869048783.44006
137,329.2168920187249,0.003028312676213109,1989.3473997267765,156979403312.43994
136,332.12261595874827,0.0030018976559785227,2016.4619924125006,159119015821.27042
135,335.05390864410145,0.0029757130456680744,2043.9526334899042,161288302308.68835
134,338.01099506544097,0.0029497568354883742,2071.8246723585994,163487684895.81708
133,340.99410219321584,0.002924027033176823,2100.0835371969383,165717591920.2104
132,344.00345899508767,0.002898521663848705,2128.7347361732327,167978458031.42978
131,347.03929645350587,0.002873238769845602,2157.7838586765274,170270724288.16476
130,350.1018475834354,0.00284817641058514,2187.2365765672052,172594838256.91815
129,353.1913474502435,0.0028233326624120293,2217.098645447819,174951254112.28738
128,356.3080331877401,0.0027987056184504274,2247.375905954417,177340432738.86304
127,359.4521440163809,0.002774293388457566,2278.0742850687866,179762841834.77795
126,362.62392126162786,0.0027500940986786696,2309.1997974519127,182218956016.93042
125,365.823608372471,0.002726105891703144,2340.758546799013,184709256927.91013
124,369.0514509401166,0.002702326926321996,2372.7567272165743,187234233344.65988
123,372.30769671683476,0.0026787553773865275,2405.20062462167,189794381288.896
122,375.5925956349782,0.0026553894356682334,2438.0966181640265,192390204139.32333
121,378.9063998261639,0.0026322273077199437,2471.451181671153,195022212745.6707
120,382.2493636406268,0.00260926721573816,2505.2708851169737,197690925544.58038
119,385.62174366674054,0.0025865073974266125,2539.5623961143265,200396868677.3815
118,389.02379875071307,0.0025639461058609868,2574.3324814317634,203140576109.78046
117,392.455790016455,0.0025415816093548355,2609.5880085350577,205922589753.5014
116,395.91798088562075,0.0025194121913266723,2645.3359471538074,208743459589.90695
115,399.4106370978284,0.002497436150168208,2681.583370873612,211603743795.63672
114,402.9340267310549,0.002475651799113756,2718.337458754202,214504008870.2941
113,406.48842022221504,0.0024540574661107463,2755.6054969740376,217444829766.2213
112,410.07409038791553,0.002432651493691409,2793.3948805017253,220426790020.39114
111,413.69131244539784,0.0024114322388455373,2831.713114794821,223450481888.45935
110,417.3403640336612,0.002390398072894387,2870.5678175264,226516506481.00824
109,421.0215252347716,0.002369547381365672,2909.9667203398894,229625473902.02066
108,424.73507859536204,0.0023488785638696346,2949.9176706327007,232778003389.6264
107,428.4813091483163,0.0023283900339762208,2990.4286333690497,235974723459.1517
106,432.26050443464936,0.0023080802190933018,3031.507692922575,239216272048.52042
105,436.0729545255763,0.002287947560345976,3073.1630549491792,242503296666.03973
104,439.91895204477527,0.0022679905124569247,3115.403048290626,245836454540.61328
103,443.79879219085035,0.002248207543627791,3158.236126909488,249216412774.4277
102,447.71277275998835,0.0022285971354216146,3201.67087185588,252643848498.14746
101,451.6611941688147,0.002209157782646289,3245.715993266566,256119449028.6647
100,455.6443594774543,0.00218988799323902,3290.3803323970483,259643912029.45108
99,459.6625744127915,0.0021707862881518085,3335.6728636871017,263217945673.5492
98,463.7161473919353,0.0021518512012379323,3381.6026968603846,266842268809.25296
97,467.80538954589395,0.0021330812791393997,3428.179079058748,270517611128.5258
96,471.9306147434533,0.00211447508117541,3475.4113970117282,274244713338.19547
95,476.09213961526996,0.0020960311792317648,3523.3091792419523,278024327333.9825
94,480.2902835781731,0.0020777481576512566,3571.882098306983,281857216377.40405
93,484.52536885968044,0.002059624613125016,3621.1399730782505,285744155275.60474
92,488.79772052273313,0.002041659154584789,3671.092771057764,289685930564.16815
91,493.1076664906424,0.002023850403096181,3721.750610733134,293683340692.9516
90,497.4555375722628,0.002006196991752803,3773.123763971726,297737196215.0089
89,501.84166748738187,0.001988697565571361,3825.222658454456,301848319978.6411
88,506.2663928923329,0.0019713507813876596,3878.0578801499973,306017547322.6363
87,510.73005340583825,0.0019541553077534984,3931.640175830134,310245726274.75586
86,515.2329916350748,0.0019371098248344815,3985.98045562685,314533717753.5147
85,519.7755532019697,0.001920213024308718,4041.089795631966,318882395773.3184
84,524.3580867697314,0.0019034636092663934,4096.979440540059,323292647653.01605
83,528.9809440696091,0.0018868602941102298,4153.660806335346,327765374227.9222
82,533.6444799278892,0.0018704018044568163,4211.145483023322,332301490065.37036
81,538.3490522931324,0.0018540868770387806,4269.445237408002,336901923683.8654
80,543.0950222636453,0.0018379142596078421,4328.572015915374,341567617775.8822
79,547.8827541151983,0.0018218827108386836,4388.537947464082,346299529434.39075
78,552.7126153289852,0.0018059910002336784,4449.355346383973,351098630383.1593
77,557.5849766198273,0.0017902379080284494,4511.036715383401,355965907210.9042
76,562.500211964631,0.0017746222250982341,4573.594748566217,360902361609.3602
75,567.4586986310879,0.0017591427528650923,4637.042334499107,365909010615.3245
74,572.4608172066364,0.0017437983032058976,4701.392559330378,370986886856.76013
73,577.5069516276708,0.0017285876983611488,4766.658709960901,376137038803.0147
72,582.59748920901,0.001713509770844575,4832.854277268179,381360531019.23206
71,587.7328206736275,0.0016985633633535174,4899.992959384532,386658444425.0334
70,592.9133401826413,0.001683747328680104,4968.088665030203,392031876557.5333
69,598.1394453655643,0.0016690605296232018,5037.155516902404,397481941838.7687
68,603.4115373508288,0.0016545018389011214,5107.207855121338,403009771847.6248
67,608.7300207965728,0.0016400701390650975,5178.260240734045,408616515596.3235
66,614.0953039216981,0.0016257643224135236,5250.327459277158,414303339811.5605
65,619.5077985372064,0.0016115832909069211,5323.424524399645,420071429220.376
64,624.9679200778039,0.00159752595608367,5397.566681546409,425921986840.82715
63,630.4760876337914,0.0015835912389764548,5472.76941170402,431856234277.5642
62,636.0327239832297,0.0015697780700294536,5549.048435209466,437875412022.37897
61,641.638255624389,0.0015560853890162474,5626.419715623099,443980779759.8188
60,647.2931128084871,0.0015425121449584348,5704.899463666966,450173616677.96027
59,652.9977295727105,0.001529057296044973,5784.504141229475,456455221784.41785
58,658.752543773531,0.0015157198095522063,5865.250465437766,462826914227.69415
57,664.557997120313,0.0015024986617646035,5947.155412798789,469290033623.95245
56,670.4145352092145,0.0014893928378961851,6030.236223410348,475845940389.3106
55,676.3226075573918,0.0014764013320126283,6114.510405243401,482496016077.7568
54,682.2826676375012,0.001463523146954059,6199.995738496721,489241663724.77625
53,688.2951729125025,0.0014507572942585188,6286.710280025256,496084308196.79297
52,694.3605848707757,0.0014381027940860895,6374.672367843497,503025396546.5304
51,700.4793690615406,0.0014255586751436879,6463.900625705105,510066398374.38983
50,706.6519951305875,0.0014131239746105197,6554.413967760077,517208806195.9477
49,712.8789368563296,0.0014007977380641687,6646.231603291016,524454135815.69403
48,719.1606721861626,0.0013885790194073503,6739.373041529562,531803926707.0978
47,725.497683273154,0.0013764668807952861,6833.85809655471,539259742399.13214
46,731.8904565130482,0.0013644603925637231,6929.706892274189,546823170869.35626
45,738.3394825815985,0.0013525586331575809,7026.939867490456,554495824943.6719
44,744.845256472233,0.0013407606890602098,7125.577781052855,562279342702.8809
43,751.4082775340421,0.001329065654723284,7225.641717097237,570175387896.143
42,758.0290495101112,0.0013174726324972873,7327.153090374826,578185650361.4775
41,764.708080576183,0.0013059807325626186,7430.133651671661,586311846453.4108
40,771.4458833796604,0.001294589072861297,7534.605493320295,594555719477.9044
39,778.2429750789587,0.0012832967790292527,7640.591054805436,602919040134.697
38,785.0998773831981,0.0012721029843292197,7748.113128465011,611403606967.1741
37,792.0171165922452,0.0012610068295842113,7857.194865288393,620011246819.9071
36,798.9952236371129,0.0012500074631115693,7967.859780813588,628743815304.0002
35,806.0347341207103,0.0012391040406575951,8080.131761124931,637603197270.3683
34,813.13618835895,0.0012282957253327538,8194.035068953111,646591307291.09
33,820.3001314222256,0.0012175816875474306,8309.594349879488,655710090148.9904
32,827.5271131772424,0.0012069611049482642,8426.834638646149,664961521335.5676
31,834.8176883292272,0.0011964331623550203,8545.78136557401,674347607557.4452
30,842.1724164645024,0.0011859970516980261,8666.46036309044,683870387251.4667
29,849.591862093435,0.0011756519719561495,8788.897872368558,693531931108.6029
28,857.0765946937704,0.00116539712909531,8913.120550080166,703334342606.8259
27,864.6271887543364,0.0011552317360075416,9039.155475264111,713279758553.0911
26,872.244223819144,0.0011451550124505698,9167.030156312374,723370349634.6094
25,879.9282845318666,0.0011351661849879292,9296.772538075667,733608320979.5509
24,887.679960680713,0.0011252644869296005,9428.411009090785,743995912727.3539
23,895.4998472437005,0.0011154491582731575,9561.97440893191,754535400608.817
22,903.3885444343202,0.0011057194456454368,9697.49203568784,765229096536.1274
21,911.3466577476041,0.0010960746022447147,9834.99365356745,776079349203.0074
20,919.3747980066039,0.0010865138877833819,9974.509500635737,787088544695.166
19,927.4735814092722,0.0010770365684311257,10116.07029668253,798259107111.2185
18,935.6436295757571,0.001067641916758607,10259.707251226284,809593499194.2661
17,943.8855695961191,0.0010583292116816208,10405.452071655454,821094222974.3319
16,952.2000340784574,0.0010490977384057568,10553.33697150954,832763820421.8177
15,960.5876611974709,0.0010399467883715292,10703.394678902641,844604874112.2074
14,969.0490947434391,0.0010308756591999937,10855.658445091703,856620007902.1863
13,977.5849841716332,0.00102188365463884,11010.162053192069,868811887617.3861
12,986.1959846521711,0.001012970084508944,11166.939827043147,881183221751.9747
11,994.8827571202972,0.0010041342646514015,11326.02664022636,893736762180.2621
10,1003.64596832712,0.000995375516875008,11487.457925238621,906475304880.5796
9,1012.486290890784,0.0009866931689042084,11651.269682823526,919401690671.6044
8,1021.4044033480944,0.0009780865543274988,11817.49849146331,932518805961.3698
7,1030.4009902066043,0.0009695550125462705,11986.181517034494,945829583509.1919
6,1039.4767419971492,0.0009610978887241093,12157.356522629754,959337003200.7139
5,1048.632355326848,0.0009527145337365359,12331.061878549132,973044092836.312
4,1057.868532932575,0.000944404304121177,12507.336572463699,986953928933.1105
3,1067.1859837348954,0.00093616656202838,12686.220219754347,1001069637540.8154
2,1076.5854228924768,0.0009280006751722565,12867.753074029013,1015394395071.6294
1,1086.0675718569864,0.0009199060167821464,13051.976037821552,1029931429144.4987
0,1095.6331584284585,0.0009118819655545162,13238.930673475075,1044684019443.9182
