z,fσ₈(z) Waveframe,fσ₈(z) ΛCDM
998.9999999999998,0.8104596872330119,0.810129870874256
976.1619672696171,0.8108134395310166,0.8101104293618162
953.8455102782292,0.8113838605717789,0.8101147493991463
932.038717262036,0.8116661681405299,0.8100298150142425
910.729948498492,0.8116937729979277,0.8101089777791695
889.9078300934135,0.8114781921712961,0.810139848973574
869.5612479099867,0.8110578107516043,0.809932882124933
849.6793416364155,0.8104486386700529,0.809875307206742
830.2514989890634,0.8095984861532074,0.809889927372648
811.2673500479708,0.8085826426592915,0.8099509949343281
792.7167617217547,0.807444784906854,0.8100071141435297
774.5898323388999,0.8061546016123743,0.8100323391386758
756.8768863625927,0.8047678581987799,0.8100387313917284
739.5684692262432,0.8033310463564098,0.81002462924274
722.6553422869655,0.8018379296320055,0.8100180465588688
706.1284778942994,0.8003383203795704,0.8100329747587112
689.9790545715645,0.7988763018717708,0.8100416144407613
674.1984523072501,0.7974564463929332,0.8100804279449338
658.778247953954,0.7960900646337431,0.8100325701705913
643.710210732387,0.7948089226969726,0.8099787134973352
628.9862978380694,0.7936585294670088,0.8100238571279597
614.5986501483509,0.7926574713598701,0.810028118603236
600.539588027484,0.791781817009939,0.810010869121567
586.8016072274909,0.7910565327644667,0.81000157915982
573.3773748826584,0.7905298116551246,0.8100000396180292
560.2597255954969,0.790182913736212,0.8099961450002682
547.4416576121017,0.7900235324174708,0.8099928760637098
534.9163290848513,0.7900631028256945,0.8099926741766831
522.6770544204653,0.7903163001961233,0.809994642766659
510.7173007114603,0.7907828795666879,0.8099939881184781
499.03068424910884,0.7914597396270426,0.8099914723568887
487.6109671160326,0.792342341632409,0.8099908017265484
476.45205385661313,0.7934202372365298,0.8099920747971803
465.5479882234473,0.7946797993104731,0.809995104914139
454.89294999810596,0.7961002452247207,0.8099993842700384
444.48125188449893,0.7976570508980378,0.8100039921618498
434.30733647318925,0.7993366470379751,0.8100081360698992
424.36577327503886,0.801107332224701,0.8100111152803557
414.65125582259856,0.8029585122396696,0.8100119294123828
405.1585988376981,0.804925571626068,0.8100094718906254
395.882735463716,0.8069382278577125,0.810004417994334
386.8187145610722,0.808956239345167,0.8100032532911124
377.9616980644715,0.8109867347534933,0.8100068185412607
369.306958400514,0.8129869702431833,0.8100098330640655
360.8498759642746,0.8149193917030899,0.8100108919960667
352.5859366535178,0.8167792388692678,0.8100089125151202
344.5107294592218,0.8185556155865825,0.8099996476153378
336.619944111134,0.8202009059539893,0.8100008595920942
328.9093687770939,0.8216741711204576,0.8100097556625165
321.37488781490305,0.822976853011206,0.8100105975777747
314.01247957553284,0.824091957496817,0.8100109741205512
306.8182142565081,0.825028146920879,0.8100091465492
299.78825180431,0.825749943818287,0.8100043692254666
292.9188398646888,0.826195575499038,0.8100024256246727
286.20631177978265,0.826395296678314,0.810005518406684
279.6470846309837,0.8263594454533391,0.810008863144319
273.23765732649485,0.8261352805523052,0.810011023735692
266.97460873256887,0.8257023969906638,0.8100117356141049
260.8545958474232,0.8250219604568736,0.8100107987426375
254.87435201685884,0.8241536178202267,0.8100080661345265
249.03068519063234,0.8230652897168024,0.8100034555513881
243.32047621864868,0.8217532464282378,0.8099987354554695
237.74067718606472,0.8202679214943371,0.8099957749324505
232.28830978641582,0.8186493539468105,0.8099938813541643
226.960463731898,0.8169171598290075,0.8099923971829566
221.7542951999557,0.8150889344680474,0.8099915495421612
216.66702531534594,0.8131958246064439,0.8099915565240439
211.69593866686924,0.8112687849871438,0.8099926215858183
206.83838185797563,0.8093389662700253,0.8099949287285588
202.0917620904734,0.8074350995405275,0.809997959220965
197.45354578058024,0.8055777490014568,0.8100000633191535
192.921257206583,0.803770686777488,0.8100011672785657
188.49247718738206,0.8020465694752138,0.8100022147895358
184.16484179121537,0.8004332044077723,0.8100031030978914
179.9360410738716,0.7989438069249994,0.81000366631083
175.80381784572063,0.7975997715773964,0.8100037098616595
171.76596646690362,0.7964135072563724,0.8100030107963124
167.82033167003627,0.7954036459999586,0.8100015772752845
163.96480740980206,0.7945842768430357,0.8100010842807344
160.19733573881572,0.7939737241975025,0.8100020965626828
156.5159057091623,0.7935510940833281,0.8100033000336544
152.91855229902058,0.793332421262507,0.8100042768896432
149.40335536380258,0.7933505470993448,0.8100048378985644
145.96843861124466,0.7935760232071635,0.8100047646429036
142.6119685999078,0.7940366987279504,0.810003810074157
139.3321537605484,0.7946908961191724,0.8100017336257089
136.12724343984004,0.795479168254944,0.8100001012941321
132.9955269659338,0.7964602277900683,0.8100003728358295
129.93533273536093,0.7976845375158862,0.8100014724333766
126.9450273207873,0.7990732178160407,0.8100024647402904
124.02301459914557,0.800552288632152,0.8100031834442002
121.16773489967919,0.8021669711366981,0.8100034326915416
118.37766417144358,0.8039217417700382,0.810002987483102
115.6513131698196,0.8057664606388147,0.8100015942863017
112.98722666160525,0.8076698271555287,0.8100003494792808
110.38398264826198,0.8096022673227175,0.8099999120614259
107.84019160690058,0.8115582843570655,0.8100005032566978
105.35449574860117,0.8135130417637064,0.8100018501185071
102.92556829367135,0.815422996100741,0.8100028297305824
100.55211276345686,0.8172622603885886,0.8100033004107134
98.2328622883255,0.8189947185346839,0.8100030706365016
95.96657893145516,0.8205941496033322,0.8100019053740397
93.75205302806543,0.8220550477265212,0.8099998702618944
91.58810253973952,0.82337537672738,0.8099988987842313
89.473572423493,0.824519275514136,0.8099995733527244
87.40733401525061,0.8254757430489521,0.8100004383160881
85.38828442740444,0.8262175928771014,0.8100011512206421
83.41534596012984,0.8267279248076143,0.8100016196385571
81.48746552614583,0.8269986644821131,0.81000174554731
79.60361408861345,0.8270466191150075,0.8100014269149728
77.76278611187057,0.8269028808302973,0.8100005590186707
75.9639990247116,0.8264989553327037,0.8099990355264814
74.20629269592403,0.8258564873199716,0.8099972203651916
72.48872892180384,0.8249892864677184,0.8099960600793402
70.81039092537347,0.8239249713039155,0.8099954954367842
69.17038286703826,0.8227215942214757,0.8099949445526062
67.56782936641736,0.8213244335235087,0.8099944339036547
66.00187503509588,0.8197670389342636,0.8099940056162868
64.47168402004733,0.8180782965106919,0.8099937058688318
62.976439557484234,0.8162904747060187,0.8099935841361253
61.51534353689711,0.8144655226307624,0.8099936923782638
60.0876160750504,0.8125740725374575,0.8099940732917802
58.692495099707344,0.810639339225492,0.8099943828989195
57.329235942862006,0.8087036193170248,0.8099943288067711
55.997110943260765,0.8067895654749488,0.8099941231158418
54.695409058001324,0.8049295743769719,0.8099939032736136
53.423435483002656,0.8031424814471562,0.8099936531088849
52.18051128214199,0.801451759260796,0.8099933513255276
50.96597302486197,0.7998851630270257,0.809992971003217
49.779172432054004,0.7984644790035209,0.8099924791271476
48.619476030029034,0.797207695485445,0.8099918361502656
47.486264812390814,0.7961071610094079,0.8099910520080194
46.37893390963144,0.7951873394868441,0.8099904130205708
45.296892266272664,0.7944568930755462,0.8099899871857961
44.239562325380525,0.7939322595094213,0.8099895375046423
43.20637972028532,0.793648386390981,0.8099889952848104
42.196792973341736,0.7935986834370786,0.8099883195773357
41.210263201569006,0.793779579374072,0.8099874618338173
40.24626382901353,0.7941801842441563,0.8099863655564892
39.30428030568053,0.7947918951587695,0.8099849659919303
38.38380983288488,0.7956039423948679,0.8099831898686524
37.4843610948743,0.7966007338079787,0.8099812609079057
36.605453996581716,0.7977721515548706,0.8099797226078878
35.7466194073669,0.7990967434742865,0.8099784845499551
34.90739891061055,0.800563208890598,0.8099771568686597
34.0873445590271,0.8021461066777517,0.8099757036653049
33.28601863556584,0.8038299811617552,0.8099740864423912
32.50299341977229,0.8056014890984656,0.8099722592480875
31.737850959485748,0.8074501806259767,0.8099701683096008
30.99018284775064,0.8093455951011004,0.8099677517107361
30.25959000482279,0.8112574474325136,0.8099649542836616
29.54568246515432,0.8131732198324182,0.8099621447674118
28.848079169243263,0.8150598403121898,0.809959602260646
28.16640776023704,0.8168987234502504,0.8099570449824718
27.500304385181057,0.8186543134241819,0.8099542826201829
26.849413500806453,0.8203027209486351,0.8099512708639625
26.213387683753073,0.8218171285361882,0.8099479578399761
25.591887445126932,0.8231750311470738,0.8099442837757642
24.984581049292483,0.8243503166160123,0.8099401807085239
24.391144336803475,0.8253470088621855,0.8099355722377024
23.811260551377693,0.826168922563319,0.8099304651369748
23.244620170823275,0.8267978995135248,0.8099252714455752
22.69092074182633,0.8271852586372239,0.8099200669064741
22.149866718511603,0.8273005889104096,0.809914489918853
21.62116930469025,0.8272154832514197,0.809908438289489
21.104546299710215,0.8269065873513982,0.8099018487339854
20.59972194782718,0.8263468440069439,0.8098946503730388
20.106426791015547,0.8255424962545156,0.8098867644833158
19.624397525140918,0.8245380459473437,0.8098781042892524
19.153376859417325,0.8233591008415384,0.8098685747957849
18.693113379074223,0.8220178119035438,0.8098582596487214
18.243361411159796,0.8205557905972288,0.8098474656754311
17.803880893409154,0.8189503377463672,0.8098361912233097
17.374437246107266,0.8172265376289135,0.8098242611424551
16.954801246878315,0.8153800788631986,0.809811678050893
16.544748908334597,0.8134445992213816,0.8097984475609695
16.1440613585197,0.8114756075452981,0.8097845674874643
15.752524724082143,0.8094935341599884,0.8097698403699407
15.369930016117017,0.8075345256317468,0.8097539790962139
14.996073018614869,0.8056200604515418,0.8097369468532796
14.630754179458158,0.8037735982692512,0.8097187458734081
14.273778503907135,0.8020165703418367,0.809699265757759
13.924955450518295,0.8003642959403902,0.8096784155475906
13.584098829439851,0.7988502787558911,0.8096561081188615
13.251026703029973,0.797494167137827,0.8096322397883858
12.925561288744632,0.7963029491174579,0.8096067023660426
12.60752886424333,0.7952825847862125,0.8095793799343661
12.29675967466212,0.7944500345625125,0.8095501479301115
11.993087842004158,0.7937889592265602,0.8095188748485657
11.696351276599735,0.793326256724161,0.8094854189658723
11.40639159058832,0.7930760794188684,0.8094496287693053
11.123054013376523,0.7930206418627419,0.8094109155032533
10.846187309026833,0.793186550930737,0.8093681443854754
10.575643695533044,0.7935666115191963,0.8093216867624661
10.311278765939212,0.7941494499945687,0.8092716716658443
10.052951411260214,0.7949239764630389,0.8092182635012124
9.800523745162529,0.7958783521177338,0.809161241822693
9.553861030365235,0.7970017867723793,0.8090995894962105
9.312831606721849,0.7983215316908646,0.8090342977212659
9.077306820944615,0.7998161008356884,0.8089649115331996
8.847160957933772,0.8013965369679507,0.808889982390056
8.622271173675134,0.8030496937156054,0.8088097201964569
8.402517429670132,0.8047856098062458,0.8087235453568836
8.187782428863331,0.8065996384032572,0.808631060605335
7.977951553033323,0.8084537693719608,0.8085320459781842
7.772912801613353,0.8103104914554686,0.8084259614878873
7.5725567319093265,0.812147858179378,0.8083147572894488
7.376776400682914,0.8139227603414743,0.8081934506089715
7.185467307069027,0.8156109249887565,0.8080612445060442
6.998527336796707,0.8171896869124371,0.8079222225823113
6.81585670768409,0.8186276151207585,0.8077735964365866
6.63735791637802,0.8199136921532755,0.8076139569634068
6.4629356863101375,0.8210475341629979,0.8074429220167488
6.292496916841444,0.8219776460011183,0.8072596803053513
6.125950633568411,0.8226674799430472,0.807064217269219
5.963207939763883,0.823122956809309,0.8068550160299585
5.8041819689271,0.8233595385779027,0.8066297276103856
5.648787838417263,0.8233361367756326,0.8063887555204446
5.496942604146125,0.8230772302348436,0.80613104854886
5.348565216305217,0.8225866309678915,0.8058550869332096
5.203576476104275,0.8218506851984351,0.805560614714629
5.061898993497572,0.8208835682600327,0.8052443162175231
4.923457145875806,0.8196428944957732,0.8049050569218095
4.788177037701275,0.8182012222844973,0.8045436310549554
4.655986461065001,0.8165632126469333,0.8041576187341533
4.526814857144601,0.8147350920779474,0.8037416243449481
4.400593278542368,0.8127272551658786,0.8032974768725071
4.277254352483538,0.8105635179788704,0.8028230145288326
4.156732244854964,0.8082919439898173,0.802313918991369
4.0389626250651505,0.8058907647690364,0.8017700280400218
3.9238826317067366,0.8033883923850511,0.8011880431161416
3.8114308390032585,0.8008192677225182,0.8005638943670317
3.7015472240221303,0.7982168957281034,0.7998975917576656
3.5941731346364767,0.7956120651526536,0.7991858962342271
3.489251258218604,0.7930319161753784,0.798423701113183
3.3867255910484984,0.7904993226470853,0.7976107605009127
3.2865414084209252,0.788012538246879,0.796741676807885
3.1886452354352706,0.7855693780515282,0.7958129684930577
3.092984818452438,0.7832108173300202,0.7948213451985932
2.999509097203665,0.7809515779107676,0.7937620715779787
2.908168177536263,0.7787893014949536,0.7926310075965236
2.818913304781854,0.7767393364669848,0.791424721448882
2.7316968377327524,0.7748042375456423,0.7901375544508014
2.6464722232127484,0.7729894233894264,0.7887637961904944
2.5631939712285843,0.7712972984358281,0.78729793794838
2.4818176306889668,0.7697197779037926,0.7857352457395053
2.4022997656780682,0.768243656136947,0.7840724993609334
2.3245979322709416,0.7668614609006181,0.7822995036018494
2.2486706558783753,0.7655673531456353,0.7804101423976841
2.1744774091091936,0.7643483695741747,0.7784010930024216
2.1019785901380965,0.7631835346229009,0.7762634081465416
2.031135501567579,0.7620479827167262,0.7739902984950795
1.9619103297725538,0.760913388417494,0.7715748864687669
1.894266124716752,0.7597499598193064,0.7690090243907889
1.828166780230032,0.7585360505863549,0.7662853672197635
1.76357701473616,0.7572510450390575,0.763396357268884
1.7004623524206819,0.755862711183556,0.7603326215847376
1.6387891048289318,0.7543414630340515,0.757087837058122
1.5785243528842736,0.7526426103456172,0.7536522194380951
1.5196359293170136,0.7507648383413029,0.7500166824170247
1.4620924014946257,0.7486702977068301,0.74617652985401
1.4058630546440645,0.7463297459481274,0.7421187165175571
1.350917875457287,0.7437016081741606,0.737835416384256
1.2972275360711514,0.7407562297353107,0.7333225797113931
1.2447633784132242,0.7374731718111096,0.7285697202754031
1.1934973989050577,0.733783949924557,0.7235691630297977
1.1434022335148568,0.729674515683033,0.7183147766021399
1.0944511431514687,0.7251139735841482,0.7128003483359188
1.0466179993919895,0.7200913789036244,0.7070178326636022
0.9998772705352852,0.7146093536194137,0.7009626060667057
0.9542040079740535,0.708657499433171,0.6946299656356069
0.9095738328780967,0.7022004055654626,0.6880152364544773
0.8659629231817461,0.6952258052260651,0.6811171996719946
0.8233480008684404,0.687754472514621,0.6739329144317051
0.7817063195457306,0.6798300766345003,0.6664613784873579
0.7410156523040157,0.6714577340740993,0.6587033081402602
0.7012542798525894,0.6626215410433527,0.6506600483733508
0.6624009789266119,0.6533533792500038,0.6423344329937878
0.624435010958867,0.6436890879596789,0.633730380746371
0.5873361110102089,0.6336372261356497,0.6248535425759478
0.5510844769528407,0.6232219103661957,0.6157114994312872
0.5156607589006028,0.6124830561141625,0.6063122459280738
0.48104604888067537,0.6014532635363751,0.5966655432950596
0.4472218707411344,0.5901674856276504,0.5867827446437526
0.4141701702890239,0.5786632215150028,0.5766763992274484
0.38187330565363187,0.5669804143041239,0.5663601599349588
0.3503140378698735,0.5551437842093885,0.5558491902008476
0.319475521676706,0.5431898112769631,0.545159511310148
0.28934129652571583,0.5311550703967985,0.534307915176634
0.2598952777950272,0.5190796946390347,0.5233124867599989
0.23112174820388942,0.5069967111023012,0.5121917165540971
0.20300534942332438,0.4949215728507432,0.5009647795307007
0.17553107387836886,0.4828889039706056,0.4896514819215315
0.1486842567375537,0.47092219841517996,0.4782714195998324
0.12245056808530586,0.459036292706166,0.46684427736092365
0.09681600527313816,0.447267280267028,0.4553901020548016
0.07176688544550247,0.4356270299059594,0.44392903339350215
0.04728983823635846,0.42409679313231036,0.43248021248616453
0.023371798632519036,0.4127157759187482,0.4210882750784106
0.0,0.40707462164108293,0.4154154480504649
